movie_id;imdb_id;title;description;directors;writers;stars;runtime;budget;gross
124273;1705115;Kevin Smith: Too Fat for 40! (TV Special 2010);Kevin Smith: Too Fat for 40!: Directed by Joey Figueroa, Zak Knutson. With Kevin Smith. A no holds barred concert with award winning filmmaker and raconteur Kevin Smith. In this special celebrating his milestone 40th birthday, Kevin answers questions from his fans, revealing stories and hilarious truths. In HD.;;;;3 hours 19 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
124404;1429433;Floquet de Neu (2010);Floquet de Neu: Directed by Andrés G. Schaer, Raja Gosnell. With Claudia Abate, Joan Sullà, Pere Ponce, Elsa Pataky. In order to fit in with the rest of the gorillas, Snowflake embarks on an exciting adventure to find a magical potion to make her a "normal gorilla".;;Amèlia Mora, Albert Val, Sergio V. Santesteban;Claudia Abate, Joan Sullà, Pere Ponce;1 hour 26 minutes;Unknown Budget;$6,776,616
124484;0074739;Kenny & Company (1976);Kenny & Company: Directed by Don Coscarelli. With Dan McCann, A. Michael Baldwin, Jeff Roth, Ralph Richmond. A coming-of-age story about the lives of a teenage boy and his friend as they traverse the highs and lows of boyhood in the run-up to Halloween.;Don Coscarelli;;Dan McCann, A. Michael Baldwin, Jeff Roth;1 hour 30 minutes;$150,000 (estimated);Unknown Cumulative Worldwide Gross
124851;1698647;Delirium (TV Movie 2014);Delirium: Directed by Rodrigo García. With Gregg Sulkin, Emma Roberts, Erin Cahill, Billy Campbell. Set in a world where love is deemed illegal and can be eradicated with a special procedure. With 95 days to go until her scheduled treatment, Lena Holoway does the unthinkable: she falls in love.;Rodrigo García;;Gregg Sulkin, Emma Roberts, Erin Cahill;52 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
124853;0063804;Why Man Creates (Short 1968);Why Man Creates: Directed by Saul Bass. With Peter Hansen, Paul Saltman. Mixing animation with live-action, Saul Bass' "Why Man Creates" is an eight-part meditation on the nature and struggle of creativity.;Saul Bass;;;29 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
124859;2039393;The Gambler (2014);The Gambler: Directed by Rupert Wyatt. With Mark Wahlberg, George Kennedy, Griffin Cleveland, Jessica Lange. Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?;Rupert Wyatt;;Mark Wahlberg, Jessica Lange, John Goodman;1 hour 51 minutes;$25,000,000 (estimated);$39,280,992
125221;0048992;The Beast of Hollow Mountain (1956);The Beast of Hollow Mountain: Directed by Edward Nassour, Ismael Rodríguez. With Guy Madison, Patricia Medina, Carlos Rivas, Mario Navarro. An American cowboy living in Mexico discovers his cattle are being eaten by a giant prehistoric dinosaur.;;;Guy Madison, Patricia Medina, Carlos Rivas;1 hour 19 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
125914;3045616;Mortdecai (2015);Mortdecai: Directed by David Koepp. With Johnny Depp, Gwyneth Paltrow, Paul Bettany, Ewan McGregor. Juggling angry Russians, the British Mi5, and an international terrorist, debonair art dealer and part-time rogue Charlie Mortdecai races to recover a stolen painting rumored to contain a code that leads to lost gold.;David Koepp;;Johnny Depp, Gwyneth Paltrow, Ewan McGregor;1 hour 47 minutes;$60,000,000 (estimated);$47,275,717
125916;2322441;Fifty Shades of Grey (2015);Fifty Shades of Grey: Directed by Sam Taylor-Johnson. With Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford. Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.;Sam Taylor-Johnson;;Dakota Johnson, Jamie Dornan, Jennifer Ehle;2 hours 5 minutes;$40,000,000 (estimated);$569,651,467
125970;0173886;Halloweentown (TV Movie 1998);Halloweentown: Directed by Duwayne Dunham. With Debbie Reynolds, Kimberly J. Brown, Judith Hoag, Joey Zimmerman. When a young girl living with her secret witch mother learns she too is a witch, she must help her witch grandmother save Halloweentown from evil forces.;Duwayne Dunham;Paul Bernbaum, Jon Cooksey, Ali Marie Matheson;Debbie Reynolds, Kimberly J. Brown, Judith Hoag;1 hour 24 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
125974;0414078;Halloweentown High (TV Movie 2004);Halloweentown High: Directed by Mark A.Z. Dippé. With Kimberly J. Brown, Debbie Reynolds, Judith Hoag, Joey Zimmerman. A girl in a magical world bets her family's magic that nothing bad will happen when kids from Halloweentown attend high school in the mortal realm.;Mark A.Z. Dippé;;Kimberly J. Brown, Debbie Reynolds, Judith Hoag;1 hour 22 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126088;0193164;A Flintstones Christmas Carol (TV Movie 1994);A Flintstones Christmas Carol: Directed by Joanna Romersa. With Henry Corden, Jean Vander Pyl, Frank Welker, B.J. Ward. Fred is cast as Ebenezer Scrooge in a stage adaptation of the story, but is acting a bit stingy in real life.;Joanna Romersa;;Henry Corden, Jean Vander Pyl, Frank Welker;1 hour 9 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126090;0073099;Yozhik v tumane (Short 1975);Yozhik v tumane: Directed by Yuri Norstein. With Vyacheslav Nevinnyy, Mariya Vinogradova, Aleksey Batalov. A little hedgehog, on the way to visit his friend the bear, gets lost in thick fog, where horses, dogs and even falling leaves take on a terrifying new aspect.;Yuri Norstein;;;11 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126142;0101095;"Fantaghirò" Fantaghirò (TV Episode 1991);Fantaghirò: Directed by Lamberto Bava. With Alessandra Martines, Mario Adorf, Kim Rossi Stuart, Ángela Molina. During archery in a wood Princess Fantaghiro is discovered by the hostile king's son Romualdo. He is able to take a short look at her before she can escape and immediately falls in love with the unknown beauty. When Romulado challenges her father for a duel to end the bloody war between their people Fantaghiro is send out to fight him due to a prophecy. As Romualdo sees her dressed as a man he believes to recognize his beloved. So he tries everything to discover wether she is a man or a woman and prevent the duel. Fantaghiro starts to fall in love with him, too, but her sense of duty is strong. Will love bring them together or will it end as a tragedy?;Lamberto Bava;;Alessandra Martines, Mario Adorf, Kim Rossi Stuart;3 hours 20 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126420;2923316;American Heist (2014);American Heist: Directed by Sarik Andreasyan. With Hayden Christensen, Earl Minor, Adrien Brody, Jordana Brewster. James owes his life to his older brother, Frankie after taking the rap for a crime they committed together. While Frankie served time, James worked to turn his life around, got a steady job and began courting his former girlfriend Emily. Now, Frankie is released and back on the streets with no money and no place to go.;Sarik Andreasyan;;Hayden Christensen, Earl Minor, Adrien Brody;1 hour 34 minutes;$10,000,000 (estimated);$2,931,475
126426;1808482;Solyaris (TV Movie 1968);Solyaris: Directed by Lidiya Ishimbaeva, Boris Nirenburg. With Vasiliy Lanovoy, Antonina Pilyus, Vladimir Etush, Viktor Zozulin. Kris Kelvin joins the space station orbiting the planet Solaris, only to find its two crew members plagued by "phantoms," creations of Solaris. Kelvin is soon confronted with his own phantom, taking the shape of his dead wife Hari.;;Nikolay Kemarskiy, Stanislaw Lem;Vasiliy Lanovoy, Antonina Pilyus, Vladimir Etush;2 hours 22 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126430;0374463;The Pacific (TV Mini Series 2010);The Pacific: With James Badge Dale, Joseph Mazzello, Jon Seda, Ashton Holmes. The Pacific Theatre of World War II, as seen through the eyes of several young Marines.;;;James Badge Dale, Joseph Mazzello, Jon Seda;53 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
126482;4191054;Strange Magic (2015);Strange Magic: Directed by Gary Rydstrom. With Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Bull. Goblins, elves, fairies and imps, and their misadventures sparked by the battle over a powerful potion.;Gary Rydstrom;David Berenbaum, Irene Mecchi, Gary Rydstrom;Evan Rachel Wood, Elijah Kelley, Kristin Chenoweth;1 hour 39 minutes;Unknown Budget;$13,603,453
126548;1666801;The Duff (2015);The Duff: Directed by Ari Sandel. With Mae Whitman, Robbie Amell, Bella Thorne, Bianca A. Santos. A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.;Ari Sandel;;Mae Whitman, Bella Thorne, Robbie Amell;1 hour 41 minutes;$8,500,000 (estimated);$43,709,744
126577;2243469;Papá, soy una zombi (2010);Papá, soy una zombi: Directed by Joan Espinach, Ricardo Ramón, MJ Lallo. With Rigoberta Bandini, Núria Trifol, Ivan Labanda, Elisabet Bargalló. The misadventures of a teenager girl in her new life as zombie.;;;Rigoberta Bandini, Núria Trifol, Ivan Labanda;1 hour 20 minutes;€1,600,000 (estimated);$119,440
126921;0465997;The Fox and the Hound 2 (Video 2006);The Fox and the Hound 2: Directed by Jim Kammerud. With Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn. Tod and Copper still go together like an itch and a scratch, but when Copper gets a shot at the big time with a nutty group of hound dog howlers, their purebred friendship is put to the test.;Jim Kammerud;;Reba McEntire, Patrick Swayze, Jonah Bobo;1 hour 9 minutes;$24,000,000 (estimated);Unknown Cumulative Worldwide Gross
127052;0059550;'I' operatsiyasi va Shurikning boshqa sarguzashtlari (1965);'I' operatsiyasi va Shurikning boshqa sarguzashtlari: Directed by Leonid Gaidai. With Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov, Vladimir Basov. Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.;Leonid Gaidai;;Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov;1 hour 35 minutes;Unknown Budget;$19,314,000
127096;2436386;Project Almanac (2015);Project Almanac: Directed by Dean Israelite. With Jonny Weston, Sofia Black-D'Elia, Sam Lerner, Allen Evangelista. A group of teens discovers secret plans for a time machine, and construct one. However, things start to get out of control.;Dean Israelite;;Amy Landecker, Sofia Black-D'Elia, Virginia Gardner;1 hour 46 minutes;$12,000,000 (estimated);$33,213,241
127098;4368814;Louis C.K.: Live at the Comedy Store (TV Special 2015);Louis C.K.: Live at the Comedy Store: Directed by Louis C.K.. With Louis C.K., Jay London. Comedian Louis C.K. performs live at the Comedy store in LA.;Louis C.K.;;;1 hour 6 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
127108;2381111;Brooklyn (2015);Brooklyn: Directed by John Crowley. With Saoirse Ronan, Hugh Gormley, Brid Brennan, Maeve McGrath. An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.;John Crowley;;Saoirse Ronan, Emory Cohen, Domhnall Gleeson;1 hour 57 minutes;$11,000,000 (estimated);$62,402,155
127114;3416744;The End of the Tour (2015);The End of the Tour: Directed by James Ponsoldt. With Jesse Eisenberg, Jason Segel, Anna Chlumsky, Mamie Gummer. The story of the five-day interview between Rolling Stone reporter David Lipsky and acclaimed novelist David Foster Wallace, which took place right after the 1996 publication of Wallace's groundbreaking epic novel, 'Infinite Jest.';James Ponsoldt;;Jason Segel, Jesse Eisenberg, Anna Chlumsky;1 hour 46 minutes;Unknown Budget;$3,072,991
127116;3726704;Experimenter (2015);Experimenter: Directed by Michael Almereyda. With Peter Sarsgaard, Winona Ryder, Jim Gaffigan, Anthony Edwards. In 1961, famed social psychologist Stanley Milgram conducted a series of radical behavior experiments that tested ordinary humans' willingness to obey authority.;Michael Almereyda;;Peter Sarsgaard, Winona Ryder, Jim Gaffigan;1 hour 38 minutes;$1,700,000 (estimated);$224,145
127130;2872462;Mistress America (2015);Mistress America: Directed by Noah Baumbach. With Lola Kirke, Shana Dowdeswell, Shelby Rebecca Wong, Alfred Macadam. A lonely college freshman's life is turned upside-down by her impetuous, adventurous stepsister-to-be.;Noah Baumbach;;Greta Gerwig, Lola Kirke, Shana Dowdeswell;1 hour 24 minutes;Unknown Budget;$3,341,063
127132;3346224;Zipper (2015);Zipper: Directed by Mora Stephens. With Patrick Wilson, Lena Headey, Ray Winstone, Richard Dreyfuss. A successful family man with a blossoming political career loses all sense of morality when he becomes addicted to using an escort agency.;Mora Stephens;Mora Stephens, Joel Viertel;Patrick Wilson, Lena Headey, Ray Winstone;1 hour 52 minutes;$4,500,000 (estimated);Unknown Cumulative Worldwide Gross
127134;1178665;A Walk in the Woods (2015);A Walk in the Woods: Directed by Ken Kwapis. With Robert Redford, Nick Nolte, Emma Thompson, Mary Steenburgen. After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte).;Ken Kwapis;;Robert Redford, Nick Nolte, Emma Thompson;1 hour 44 minutes;$8,000,000 (estimated);$37,461,274
127136;2273657;True Story (2015);True Story: Directed by Rupert Goold. With Jonah Hill, James Franco, Felicity Jones, Maria Dizzia. When disgraced New York Times reporter Michael Finkel meets accused killer Christian Longo - who has taken on Finkel's identity - his investigation morphs into a game of cat-and-mouse.;Rupert Goold;;James Franco, Jonah Hill, Felicity Jones;1 hour 39 minutes;Unknown Budget;$5,261,595
127146;4229236;Cobain: Montage of Heck (2015);Cobain: Montage of Heck: Directed by Brett Morgen. With Kurt Cobain, Wendy O'Connor, Don Cobain, Jenny Cobain. An authorized documentary on the late musician Kurt Cobain, from his early days in Aberdeen, Washington to his success and downfall with the grunge band Nirvana.;Brett Morgen;;Kurt Cobain, Wendy O'Connor, Don Cobain;2 hours 12 minutes;Unknown Budget;$706,750
127152;4257858;Going Clear: Scientology and the Prison of Belief (2015);Going Clear: Scientology and the Prison of Belief: Directed by Alex Gibney. With Paul Haggis, Jason Beghe, Spanky Taylor, David Miscavige. A documentary looking at the inner-workings of the Church of Scientology.;Alex Gibney;;Paul Haggis, Jason Beghe, Spanky Taylor;1 hour 59 minutes;Unknown Budget;$230,194
127164;4284010;What Happened, Miss Simone? (2015);What Happened, Miss Simone?: Directed by Liz Garbus. With Nina Simone, Lisa Simone Kelly, Roger Nupie, Al Schackman. A documentary about the life and legend Nina Simone, an American singer, pianist, and civil rights activist labeled the "High Priestess of Soul.";Liz Garbus;;Nina Simone, Lisa Simone Kelly, Roger Nupie;1 hour 41 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
127172;2917506;A Story of Children and Film (2013);A Story of Children and Film: Directed by Mark Cousins. With Mark Cousins, Ben, Laura. A Story of Children and Film is the world's first movie about kids in global cinema. It's passionate, poetic, portrait of the adventure of childhood: its surrealism, loneliness, fun, destructiveness and stroppiness: as seen through 53 great films from 25 countries. A story of children and film is an eye opener, a landmark film and a celebration of both childhood and the movies.;Mark Cousins;;;1 hour 46 minutes;Unknown Budget;$12,943
127180;2044056;The Story of Film: An Odyssey (TV Mini Series 2011);The Story of Film: An Odyssey: With Mark Cousins, Juan Diego Botto, Aleksandr Sokurov, Norman Lloyd. A comprehensive history of the medium and art of motion pictures.;;;Mark Cousins, Juan Diego Botto, Aleksandr Sokurov;1 hour 2 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
127184;3090634;Eden (2014);Eden: Directed by Mia Hansen-Løve. With Félix de Givry, Pauline Etienne, Vincent Macaigne, Hugo Conzelmann. Paul, a teenager in the underground scene of early-nineties Paris, forms a DJ collective with his friends and together they plunge into the nightlife of sex, drugs, and endless music.;Mia Hansen-Løve;;Félix de Givry, Pauline Etienne, Vincent Macaigne;2 hours 11 minutes;Unknown Budget;$513,832
127194;3534602;The D Train (2015);The D Train: Directed by Andrew Mogel, Jarrad Paul. With Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor. The head of a high school reunion committee tries to get the most popular guy in school to attend their class' upcoming 20-year reunion.;;;Jack Black, James Marsden, Kathryn Hahn;1 hour 41 minutes;$3,000,000 (estimated);$774,780
127198;3850214;Dope (2015);Dope: Directed by Rick Famuyiwa. With A$AP Rocky, Blake Anderson, Bruce Beatty, De'aundre Bonds. Life changes for Malcolm, a geek who's surviving life in a tough neighborhood, after a chance invitation to an underground party leads him and his friends into a Los Angeles adventure.;Rick Famuyiwa;;Shameik Moore, Tony Revolori, Kiersey Clemons;1 hour 43 minutes;$7,000,000 (estimated);$17,986,781
127202;2582496;Me and Earl and the Dying Girl (2015);Me and Earl and the Dying Girl: Directed by Alfonso Gomez-Rejon. With Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman. High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.;Alfonso Gomez-Rejon;;Thomas Mann, RJ Cyler, Olivia Cooke;1 hour 45 minutes;$8,000,000 (estimated);$9,074,749
127204;3844362;The Overnight (2015);The Overnight: Directed by Patrick Brice. With Adam Scott, Taylor Schilling, RJ Hermes, Kyle Field. Alex, Emily, and their son, RJ, are new to Los Angeles. A chance meeting at the park introduces them to the mysterious Kurt, Charlotte, and Max. A family "playdate" becomes increasingly interesting as the night goes on.;Patrick Brice;;Adam Scott, Taylor Schilling, Jason Schwartzman;1 hour 19 minutes;Unknown Budget;$1,110,522
127212;0420293;The Stanford Prison Experiment (2015);The Stanford Prison Experiment: Directed by Kyle Patrick Alvarez. With Billy Crudup, Michael Angarano, Moises Arias, Nicholas Braun. In 1971, twenty-four male students are selected to take on randomly assigned roles of prisoners and guards in a mock prison situated in the basement of the Stanford psychology building.;Kyle Patrick Alvarez;;Ezra Miller, Tye Sheridan, Billy Crudup;2 hours 2 minutes;Unknown Budget;$663,114
127298;1883180;En duva satt på en gren och funderade på tillvaron (2014);En duva satt på en gren och funderade på tillvaron: Directed by Roy Andersson. With Nils Westblom, Holger Andersson, Per Bergqvist, Charlotta Larsson. Sam and Jonathan, a pair of hapless novelty salesmen, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.;Roy Andersson;;Holger Andersson, Nils Westblom, Viktor Gyllenberg;1 hour 41 minutes;Unknown Budget;$1,421,411
127319;1850397;The Loft (2014);The Loft: Directed by Erik Van Looy. With Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet. Five married men secretly share a penthouse loft in the city where they can carry out secret affairs. However, their fantasy becomes a nightmare when they discover a dead woman in the loft and realize one of the group must be involved.;Erik Van Looy;;Karl Urban, James Marsden, Wentworth Miller;1 hour 48 minutes;$14,000,000 (estimated);$11,020,402
127323;3480796;Vice (2015);Vice: Directed by Brian A. Miller. With Ambyr Childers, Thomas Jane, Bryan Greenberg, Bruce Willis. Bruce Willis stars in this Sci-Fi thriller about ultimate resort: VICE, where customers can play out their wildest fantasies with artificial inhabitants who look like humans.;Brian A. Miller;;Thomas Jane, Bruce Willis, Ambyr Childers;1 hour 36 minutes;$10,000,000 (estimated);$1,568,954
127390;0888817;"Griffinlar" Blue Harvest (TV Episode 2007);Blue Harvest: Directed by Dominic Polcino, James Purdum, Peter Shin. With Seth MacFarlane, Alex Borstein, Seth Green, Mila Kunis. With the Griffins stuck at home during a blackout, Peter tells the story of Star Wars Episode IV: A New Hope.;;Seth MacFarlane, David Zuckerman, Alec Sulkin;Seth MacFarlane, Alex Borstein, Seth Green;48 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128087;0069409;Trinità e Sartana figli di... (1972);Trinità e Sartana figli di...: Directed by Mario Siciliano. With Alberto Dell'Acqua, Harry Baird, Beatrice Pellegrino, Stelio Candelli. Sartana and Trinity set out on a grudging relationship hell bent for gold and comic brawls.;Mario Siciliano;;Alberto Dell'Acqua, Harry Baird, Beatrice Pellegrino;1 hour 42 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128089;1420554;Kevin Hart: I'm a Grown Little Man (TV Special 2009);Kevin Hart: I'm a Grown Little Man: Directed by Shannon Hartman. With Kevin Hart. With his wisecracking one-of-a-kind style of comedy, Kevin Hart pokes fun at everyone - even his audience.;Shannon Hartman;;;1 hour 13 minutes;$150,000 (estimated);Unknown Cumulative Worldwide Gross
128097;3234126;Jim Norton: American Degenerate (TV Special 2013);Jim Norton: American Degenerate: Directed by Shannon Hartman. With Robert Kelly, Jim Norton, Michael Kenneth Williams. For his second EPIX comedy special, Jim Norton takes self-deprecation and outrageous humor to new extremes. Norton attacks a wide range of topics with the knowledge that some of his remarks will no doubt inspire complaints. In HD.;Shannon Hartman;;;1 hour 1 minute;Unknown Budget;Unknown Cumulative Worldwide Gross
128099;3958494;Jim Jefferies: BARE (TV Special 2014);Jim Jefferies: BARE: Directed by Shannon Hartman. With Jim Jefferies. Covers topics from gun control to family values.;Shannon Hartman;;;1 hour 17 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128197;0102002;Hard Promises (1991);Hard Promises: Directed by Martin Davidson. With Sissy Spacek, William Petersen, Brian Kerwin, Mare Winningham. With only seventy-two hours to keep his future from being a bleak one, Joey pulls out all the stops to win back his ex-wife before she remarries.;Martin Davidson;;Sissy Spacek, William Petersen, Brian Kerwin;1 hour 35 minutes;Unknown Budget;$306,319
128360;3460252;Jirkanch sakkizlik (2015);Jirkanch sakkizlik: Directed by Quentin Tarantino. With Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins. In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.;Quentin Tarantino;;Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh;2 hours 48 minutes;$44,000,000 (estimated);$161,217,616
128366;3628334;Patton Oswalt: Tragedy Plus Comedy Equals Time (TV Special 2014);Patton Oswalt: Tragedy Plus Comedy Equals Time: Directed by Bobcat Goldthwait. With Patton Oswalt. Recorded in Spreckels Theater in San Diego, California, comedian Patton Oswalt returns for his 5th feature-length stand-up comedy special.;Bobcat Goldthwait;;;59 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128488;2231253;Wild Card (2015);Wild Card: Directed by Simon West. With Jason Statham, Michael Angarano, Dominik Garcia, Hope Davis. When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play...and it's all or nothing.;Simon West;;Jason Statham, Michael Angarano, Dominik Garcia;1 hour 32 minutes;$30,000,000 (estimated);$6,738,764
128512;3622592;Paper Towns (2015);Paper Towns: Directed by Jake Schreier. With Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith. After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.;Jake Schreier;;Nat Wolff, Cara Delevingne, Austin Abrams;1 hour 49 minutes;$12,000,000 (estimated);$85,512,300
128520;0884732;The Wedding Ringer (2015);The Wedding Ringer: Directed by Jeremy Garelick. With Kevin Hart, Josh Gad, Affion Crockett, Kaley Cuoco. Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.;Jeremy Garelick;;Kevin Hart, Josh Gad, Kaley Cuoco;1 hour 41 minutes;$23,000,000 (estimated);$79,799,880
128542;2535470;Wyrmwood (2014);Wyrmwood: Directed by Kiah Roache-Turner. With Jay Gallagher, Bianca Bradey, Leon Burchill, Keith Agius. A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.;Kiah Roache-Turner;;Jay Gallagher, Bianca Bradey, Leon Burchill;1 hour 38 minutes;Unknown Budget;$111,141
128592;3181822;Qo'shni darvozadagi yigit (2015);Qo'shni darvozadagi yigit: Directed by Rob Cohen. With Jennifer Lopez, Ryan Guzman, Ian Nelson, John Corbett. A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.;Rob Cohen;;Jennifer Lopez, Ryan Guzman, Kristin Chenoweth;1 hour 31 minutes;$4,000,000 (estimated);$52,425,855
128594;3007302;Boy Meets Girl (2014);Boy Meets Girl: Directed by Eric Schaeffer. With Michael Welch, Michelle Hendley, Alexandra Turshen, Michael Galante. Boy Meets Girl is a funny, tender, sex positive romantic comedy that explores what it means to be a real man or woman, and how important it is to live a courageous life not letting fear stand in the way of going after your dreams.;Eric Schaeffer;;Michael Welch, Michelle Hendley, Alexandra Turshen;1 hour 35 minutes;Unknown Budget;$26,853
128620;4226388;Victoria (2015);Victoria: Directed by Sebastian Schipper. With Laia Costa, Frederick Lau, Franz Rogowski, Burak Yigit. A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.;Sebastian Schipper;;Laia Costa, Frederick Lau, Franz Rogowski;2 hours 18 minutes;Unknown Budget;$3,245,470
128695;2650978;Das finstere Tal (2014);Das finstere Tal: Directed by Andreas Prochaska. With Sam Riley, Tobias Moretti, Paula Beer, Thomas Schubert. Through a hidden path, a lone rider reaches a little town high up in the Alps. Nobody knows where the stranger comes from, nor what he wants there. But everyone knows that they don't want him to stay.;Andreas Prochaska;;Sam Riley, Tobias Moretti, Paula Beer;1 hour 55 minutes;€6,350,000 (estimated);$2,390,284
128736;1571404;I'm Here (Short 2010);I'm Here: Directed by Spike Jonze. With Andrew Garfield, Lyle Kanouse, Nancy Munoz, Sienna Guillory. A young man faces the abrupt loss of his friend.;Spike Jonze;;Andrew Garfield, Lyle Kanouse, Nancy Munoz;31 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128832;2474024;The Last Five Years (2014);The Last Five Years: Directed by Richard LaGravenese. With Anna Kendrick, Jeremy Jordan, Tamara Mintz, Cassandra Inman. A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.;Richard LaGravenese;;Anna Kendrick, Jeremy Jordan, Tamara Mintz;1 hour 34 minutes;$3,500,000 (estimated);$292,092
128838;2554274;Crimson Peak (2015);Crimson Peak: Directed by Guillermo del Toro. With Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam. In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.;Guillermo del Toro;;Mia Wasikowska, Jessica Chastain, Tom Hiddleston;1 hour 59 minutes;$55,000,000 (estimated);$74,679,822
128842;3829170;Dragonheart 3: The Sorcerer's Curse (Video 2015);Dragonheart 3: The Sorcerer's Curse: Directed by Colin Teague. With Julian Morris, Tamzin Merchant, Jassa Ahluwalia, Dominic Mafham. A young knight and a dragon named Drago, whose lives they now share with one heart, join forces to protect a nest filled with dragon eggs from an evil sorcerer, as well undo a curse placed on Drago.;Colin Teague;;Julian Morris, Tamzin Merchant, Jassa Ahluwalia;1 hour 38 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128852;0206636;Chris Rock: Bigger & Blacker (TV Special 1999);Chris Rock: Bigger & Blacker: Directed by Keith Truesdell. With Chris Rock, Slick Rick, Doug E. Fresh, Monteria Ivey. Chris Rock's third HBO comedy special shows him performing his stand-up routine at Apollo Theater in Harlem.;Keith Truesdell;;Chris Rock, Slick Rick, Doug E. Fresh;1 hour 5 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128900;0137355;O Amor Natural (1996);O Amor Natural: Directed by Heddy Honigmann. A documentary on Brazil's relationship with the poetry of Carlos Drummond de Andrade, and to their own sexuality.;Heddy Honigmann;;;1 hour 16 minutes;Unknown Budget;Unknown Cumulative Worldwide Gross
128902;1772382;The Forgotten Space (2010);The Forgotten Space: Directed by Noël Burch, Allan Sekula. Details the catastrophic effects globalization has wrought on the ship, truck and train industries. We visit displaced farmers and villagers in Holland and Belgium, underpaid truck drivers in Los Angeles, seafarers aboard mega-ships shuttling between Asia and Europe, and factory workers in China, whose low wages are the fragile key to the whole puzzle. At a moment when collective bargaining rights are under attack in the United States, and China continues to bow to foreign pressures to prevent such rights from being granted at all, this film asks: Is capitalism the Trojan horse that turns on its inventors?;;;;1 hour 52 minutes;Unknown Budget;$17,006
